ro,Rancho El Socorro,10,,24.516667,-103.916667
mx,santa maria nativitas,Santa María Nativitas,09,,19.244444,-99.094167
mx,santa maria nativitas,Santa María Nativitas,13,,20.040278,-98.291667
mx,santa maria nativitas,Santa María Nativitas,15,,19.210833,-99.632778
mx,santa maria nativitas,Santa María Nativitas,20,,17.65,-97.333333
mx,santa maria nativitas,Santa María Nativitas,29,,19.233333,-98.316667
mx,santa maria nduayaco,Santa María Nduayaco,20,,17.4,-97.5
mx,santa maria nieves,Santa María Nieves,20,,17.65,-96.583333
mx,santa maria nitza viguiti,Santa María Nitza Viguiti,20,,16.660556,-95.808333
mx,santa maria nopaltepec,Santa María Nopaltepec,15,,19.8,-98.7
mx,santa maria ocotitlan,Santa María Ocotitlán,15,,19.233611,-99.625833
mx,santa maria ocotlan,Santa María Ocotlan,10,,22.983333,-104.516667
mx,santa maria oriente,Santa María Oriente,14,,19.933333,-105.316667
mx,santa maria otaez,Santa Maria Otáez,10,,24.7,-105.983333
mx,santa maria oxtotipan,Santa María Oxtotipan,21,,18.95,-97.85
mx,santa maria ozolotepec,Santa María Ozolotepec,20,,16.133333,-96.35
mx,santa maria palapa,Santa María Palapa,15,,19.733333,-98.833333
mx,santa maria papalo,Santa Maria Pápalo,20,,17.78,-96.798889
mx,santa maria penoles,Santa María Peñoles,20,,17.083333,-97
mx,santa maria petapa,Santa María Petapa,05,,16.683333,-93.483333
mx,santa maria petapa,Santa María Petapa,20,,16.833333,-95.116667
mx,santa maria petatengo,Santa María Petatengo,20,,15.945833,-95.9925
mx,santa maria poniente,Santa María Poniente,23,,19.366667,-88.404167
mx,santa maria puxmecatan,Santa María Puxmecatán,20,,17.266667,-95.633333
mx,santa maria puxmetacan,Santa Maria Puxmetacán,20,,17.264167,-95.6275
mx,santa maria quelites,Santa María Quelites,13,,19.854444,-99.348611
mx,santa maria rayon,Santa María Rayón,15,,19.144444,-99.583611
mx,santa maria regla,Santa María Regla,13,,20.245833,-98.548611
mx,santa maria rosario,Santa María Rosario,20,,17.343611,-97.599167
mx,santa maria,Santa Maria,01,,22.05,-102.116667
mx,santa maria,Santa María,02,,29.483333,-114.833333
mx,santa maria,Santa María,03,,24.25,-110.3
mx,santa maria,Santa María,04,,18.616667,-92.35
mx,santa maria,Santa Maria,05,,14.966667,-92.45
mx,santa maria,Santa María,06,,26.916667,-107.7
mx,santa maria,Santa María,07,,25.6,-100.9
mx,santa maria,Santa María,09,,19.516667,-99.133333
mx,santa maria,Santa Maria,10,,16.283333,-95.883333
mx,santa maria,Santa Maria,11,,20.4,-100.8
mx,santa maria,Santa María,12,,16.833333,-98.433333
mx,santa mar ia,Santa Mar ía,12,,18.108333,-100.666667
mx,santa maria,Santa María,12,,18.116667,-102.066667
mx,santa maria,Santa Maria,13,,19.854444,-99.348611
mx,santa maria,Santa Maria,14,,19.933333,-105.316667
mx,santa maria,Santa María,15,,18.608333,-100.108333
mx,santa maria,Santa María,16,,18.786111,-101.072222
mx,santa maria,Santa María,18,,21.133333,-104.716667
mx,santa maria,Santa María,19,,23.85,-99.683333
mx,santa maria,Santa María,20,,15.843611,-96.326667
mx,santa maria,Santa Maria,21,,18.266667,-96.983333
mx,santa maria,Santa María,22,,20.583333,-100.459722
mx,santa maria,Santa María,23,,19.866667,-88.4
mx,santa maria,Santa María,24,,22.55,-99.933333
mx,santa maria,Santa María,25,,22.666667,-105.5
mx,santa maria,Santa María,26,,27.116667,-110.116667
mx,santa maria,Santa María,27,,17.725,-91.308333
mx,santa maria,Santa María,28,,22.983333,-98.116667
mx,santa maria,Santa Maria,29,,19.233333,-98.316667
mx,santa maria,Santa María,30,,17.966667,-95.65
mx,santa maria,Santa María,31,,20.166667,-89.266667
mx,santa maria,Santa María,32,,21.5,-103.416667
mx,santa maria socorro,Santa María Socorro,19,,25.027778,-100.381944
mx,santa maria sola,Santa María Sola,20,,16.566667,-97
mx,santa maria sotoltepec,Santa María Sotoltepec,21,,19.666667,-97.85
mx,santa maria suchixtlan,Santa María Suchixtlán,20,,17.5,-97.333333
mx,santa maria sur,Santa María Sur,12,,17.983333,-100.433333
mx,santa maria tampala,Santa María Tampala,24,,21.816667,-99.383333
mx,santa maria tarasquilo,Santa María Tarasquilo,15,,19.325833,-99.471944
mx,santa maria tataltepec,Santa María Tataltepec,20,,17.15,-97.4
mx,santa maria tatecla,Santa María Tatecla,30,,19.383333,-96.75
mx,santa maria tecajete,Santa María Tecajete,13,,19.933333,-98.583333
mx,santa maria techachalco,Santa María Techachalco,21,,18.95,-97.466667
mx,santa maria tecomavaca,Santa María Tecomavaca,20,,17.966667,-97.016667
mx,santa maria tecuanulco,Santa María Tecuanulco,15,,19.5,-98.766667
mx,santa maria temascalapa,Santa Maria Temascalapa,13,,20.383333,-98.2
mx,santa maria temaxcalapa,Santa María Temaxcalapa,13,,20.383333,-98.2
mx,santa maria temaxcaltepec,Santa María Temaxcaltepec,20,,16.166667,-97.216667
mx,santa maria temaycalapan,Santa Maria Temaycalapan,20,,17.376944,-96.158889
mx,santa maria tenexpan,Santa María Tenexpan,20,,17.266667,-96.883333
mx,santa maria teopoxco,Santa María Teopoxco,20,,18.166667,-96.95
mx,santa maria tepantlali,Santa María Tepantlali,20,,16.966667,-96.033333
mx,santa maria tepeji,Santa María Tepeji,13,,20.766667,-99.15
mx,santa maria tepetzala,Santa María Tepetzala,29,,19.531944,-98.113889
mx,santa maria tepexi,Santa Maria Tepexi,13,,20.766667,-99.15
mx,santa maria teposlantongo,Santa María Teposlantongo,20,,17.258333,-97.890278
mx,santa maria tequepexpan,Santa María Tequepexpan,14,,20.6,-103.4
mx,santa maria tetetla,Santa María Tetetla,30,,19.383333,-96.75
mx,santa maria tetitla,Santa María Tetitla,15,,19.423056,-99.554444
mx,santa maria texcalac,Santa María Texcalac,29,,19.416667,-98.083333
mx,santa maria texcatitlan,Santa María Texcatitlan,20,,17.718611,-97.065278
mx,santa maria texcotepec,Santa María Texcotepec,20,,17.4875,-96.9925
mx,santa maria tianguistongo,Santa María Tianguistongo,13,,19.998333,-99.050556
mx,santa maria tianguistongo,Santa María Tianguistongo,15,,20,-99.045833
mx,santa maria ticoman,Santa María Ticomán,09,,19.516667,-99.133333
mx,santa maria ticoman,Santa María Ticomán,22,,20.669444,-100.2625
mx,santa maria tiltepec,Santa María Tiltepec,20,,17.466667,-97.35
mx,santa maria tindu,Santa María Tindú,20,,17.583333,-97.85
mx,santa maria tinu,Santa María Tinú,20,,17.366667,-97.166667
mx,santa maria tlahuitoltepec,Santa María Tlahuitoltepec,20,,17.093611,-96.0625
mx,santa maria tlalixtac,Santa María Tlalixtac,20,,17.914444,-96.748611
mx,santa maria tlamimilolpan,Santa María Tlamimilolpan,15,,19.389444,-99.471111
mx,santa maria tocatlan,Santa María Tocatlán,29,,19.383333,-98.016667
mx,santa maria tonameca,Santa María Tonameca,20,,15.733333,-96.55
mx,santa maria tonanitla,Santa María Tonanitla,15,,19.685833,-99.056667
mx,santa maria tonantzintla,Santa María Tonantzintla,21,,19.033333,-98.3
mx,santa maria tonatitla,Santa María Tonatitla,15,,19.685833,-99.056667
mx,santa maria totolapilla,Santa María Totolapilla,20,,16.616667,-95.633333
mx,santa maria totomoxtla,Santa María Totomoxtla,20,,17.65,-96.583333
mx,santa maria totontepec villa de zertuche,Santa María Totontepec Villa de Zertuche,20,,17.216667,-95.983333
mx,santa maria traspontina,Santa María Traspontina,14,,21.416667,-102.266667
mx,santa maria tulpetlac,Santa María Tulpetlac,15,,19.570833,-99.0525
mx,santa maria velato,Santa María Velato,20,,16.500833,-96.656111
mx,santa maria vigallo,Santa María Vigallo,20,,16.859722,-96.820278
mx,santa maria xabani,Santa María Xabani,20,,15.933333,-96.066667
mx,santa maria xadani,Santa María Xadani,20,,15.933333,-96.066667
mx,santa maria xandani,Santa María Xandani,20,,16.359167,-95.011667
mx,santa maria xochixtlapilco,Santa María Xochixtlapilco,20,,17.781111,-97.781111
mx,santa maria xonacatepec,Santa María Xonacatepec,21,,19.083333,-98.1
mx,santa maria xoquia,Santa María Xoquia,15,,18.808333,-99.5
mx,santa maria xoxoteca,Santa María Xoxoteca,13,,20.533333,-98.633333
mx,santa maria xoxoteco,Santa María Xoxoteco,13,,20.533333,-98.633333
mx,santa maria xucunuti,Santa María Xucuñuti,20,,17.733333,-97.85
mx,santa maria yacochi,Santa María Yacochi,20,,17.133333,-96.016667
mx,santa maria yahuiche,Santa María Yahuiche,20,,17.3,-96.466667
mx,santa maria yahuive,Santa María Yahuivé,20,,17.316667,-95.833333
mx,santa maria yalina,Santa María Yalina,20,,17.25,-96.266667
mx,santa maria yalotepec,Santa Maria Yalotepec,20,,16.883333,-97.5
mx,santa maria yavesia,Santa María Yavesía,20,,17.233333,-96.4
mx,santa maria yolotepec,Santa María Yolotepec,20,,16.883333,-97.5
mx,santa maria yosocani,Santa María Yosocani,20,,16.446389,-97.884722
mx,santa maria yosoyua,Santa María Yosoyúa,20,,17.122778,-97.506944
mx,santa maria yuchiti,Santa María Yuchiti,20,,17.011389,-97.765556
mx,santa maria yucuhiti,Santa María Yucuhiti,20,,17.011389,-97.765556
mx,santa maria zacatepec,Santa María Zacatepec,20,,16.766667,-97.983333
mx,santa maria zaniza,Santa María Zaniza,20,,16.65,-97.35
mx,santa maria zapotitlan,Santa María Zapotitlán,20,,16.125833,-95.6925
mx,santa maria zoapila,Santa María Zoapila,20,,19.366667,-97.766667
mx,santa maria zolotepec,Santa María Zolotepec,15,,19.415833,-99.494444
mx,santa maria zoochixtepec,Santa María Zoochixtepec,20,,17.216667,-96.2
mx,santa maria zoogochi,Santa María Zoogochi,20,,17.445833,-96.334167
mx,santa maria zoquitlan,Santa María Zoquitlán,20,,16.55,-96.383333
mx,santa mari el rincon,Santa Marí El Rincón,20,,16.534722,-96.5625
mx,santa marina,Santa Marina,25,,25.683333,-108.633333
mx,santa mario,Santa Marío,18,,22.879167,-105.125
mx,santa mari quiegolani,Santa Marí Quiegolani,20,,16.284444,-96.055556
mx,santa mariquita,Santa Mariquita,30,,21.833333,-97.8
mx,santa mari,Santa Marí,20,,16.96,-97.694444
mx,santa mari tiltepec,Santa Marí Tiltepec,20,,17.2425,-96.093611
mx,santa marta cayomeapan,Santa Marta Cayomeapan,21,,18.283333,-97
mx,santa marta chichihualtepec,Santa Marta Chichihualtepec,20,,16.65,-96.766667
mx,santa marta,Santa Marta,03,,25.455278,-111.026667
mx,santa marta,Santa Marta,05,,14.966667,-92.45
mx,santa marta,Santa Marta,06,,30.883333,-107.183333
mx,santa marta,Santa Marta,13,,20.25,-99.666667
mx,santa marta,Santa Marta,14,,20.166667,-103.966667
mx,santa marta,Santa Marta,19,,23.85,-99.683333
mx,santa marta,Santa Marta,20,,16.008889,-96.826111
mx,santa marta,Santa Marta,25,,23.116667,-106.666667
mx,santa marta,Santa Marta,26,,30.583333,-111.1
mx,santa marta,Santa Marta,27,,18.566667,-92.666667
mx,santa marta,Santa Marta,29,,19.370833,-98.179167
mx,santa marta,Santa Marta,30,,18,-94.966667
mx,santa marta yancuitlalpan,Santa Marta Yancuitlalpan,21,,18.766667,-98.083333
mx,santa martha loxicha,Santa Martha Loxicha,20,,16.008889,-96.826111
mx,santa martha,Santa Martha,03,,25.109167,-111.984167
mx,santa martha,Santa Martha,05,,14.966667,-92.45
mx,santa martha,Santa Martha,08,,19.198611,-103.786111
mx,santa martha,Santa Martha,14,,20.116667,-104.016667
mx,santa martha,Santa Martha,15,,19.058611,-99.385833
mx,santa martha,Santa Martha,18,,21.995833,-104.583333
mx,santa martha,Santa Martha,24,,21.65,-98.766667
mx,santa martha,Santa Martha,26,,28.816667,-111.7
mx,santa martha,Santa Martha,27,,18.566667,-92.666667
mx,santa martha,Santa Martha,28,,22.4,-98.683333
mx,santa martha,Santa Martha,29,,19.372222,-97.788889
mx,santa martha,Santa Martha,30,,18.348611,-94.883333
mx,santa matilde,Santa Matilde,06,,27.133333,-108.383333
mx,santa matilde,Santa Matilde,13,,20.033333,-98.8
mx,santa matilde,Santa Matilde,22,,20.433333,-100.016667
mx,santa matilde,Santa Matilde,24,,23.316667,-101.783333
mx,santa monica,Santa Mónica,01,,21.833333,-102.304167
mx,santa monica,Santa Monica,03,,27.5625,-114.593611
mx,santa monica,Santa Mónica,05,,17.216667,-93.1
mx,santa monica,Santa Mónica,06,,28.116667,-105.516667
mx,santa monica,Santa Mónica,07,,25.733333,-103.183333
mx,santa monica,Santa Mónica,13,,19.983333,-98.616667
mx,santa monica,Santa Mónica,14,,19.983333,-104.466667
mx,santa monica,Santa Mónica,16,,19.633333,-101.233333
mx,santa monica,Santa Mónica,19,,25.85,-99.75
mx,santa monica,Santa Mónica,21,,18.183333,-98.8
mx,santa monica,Santa Monica,26,,26.883333,-109.083333
mx,santa monica,Santa Mónica,32,,22.766667,-102.433333
mx,santa monica sur,Santa Mónica Sur,02,,32.383333,-117.066667
mx,santana cuarta seccion,Santana Cuarta Sección,27,,18.141667,-93.458333
mx,santana de arriba,Santana de Arriba,07,,25.9,-103.166667
mx,santana primera seccion,Santana Primera Sección,27,,18.108333,-93.4
mx,santana quinta seccion,Santana Quinta Sección,27,,18.116667,-93.4375
mx,santana rodriguez,Santana Rodriguez,30,,17.9,-95.133333
mx,santana,Santana,11,,21.046667,-101.269444
mx,santana,Santana,19,,25.266667,-99.683333
mx,santana,Santana,24,,22.333333,-100.4
mx,santana,Santana,28,,25.083333,-98.916667
mx,santana,Santana,32,,24.2375,-103.555833
mx,santana segunda seccion,Santana Segunda Sección,27,,18.145833,-93.425
mx,santana tercera seccion,Santana Tercera Sección,27,,18.170833,-93.458333
mx,santa nazario,Santa Nazario,26,,26.866667,-109.116667
mx,santander jimenez,Santander Jiménez,28,5562,24.216667,-98.466667
mx,santander,Santander,08,,18.933333,-104
mx,santander,Santander,10,,26.483333,-104.016667
mx,santander,Santander,28,,24.216667,-98.466667
mx,santa olalla,Santa Olalla,28,,24.8,-98.766667
mx,santa olaya,Santa Olaya,32,,24.583333,-101.45
mx,santa patricia,Santa Patricia,26,,28.933333,-111.733333
mx,santa patricia,Santa Patricia,28,,22.65,-98.15
mx,santa pilar,Santa Pilar,31,,21.133333,-88.55
mx,santa polonia,Santa Polonia,28,,25.633333,-97.983333
mx,santa quiteria,Santa Quiteria,14,,20.816667,-103.666667
mx,santa rafaelita,Santa Rafaelita,06,,26.95,-107.65
mx,santara,Santara,10,,25.65,-103.566667
mx,santa rebeca,Santa Rebeca,29,,19.309722,-97.758333
mx,santa regina,Santa Regina,11,,21.474722,-101.519444
mx,santa rita becanchen,Santa Rita Becanchén,04,,19.65,-89.875
mx,santa rita calabazal,Santa Rita Calabazal,32,,23.733333,-103.833333
mx,santa rita casas viejas,Santa Rita Casas Viejas,30,,18.05,-94.883333
mx,santa rita de cordeladas,Santa Rita de Cordeladas,19,,24.766667,-100.233333
mx,santa rita de dolores,Santa Rita de Dolores,04,,18.333333,-91.716667
mx,santa rita de la barranca,Santa Rita de la Barranca,08,,19.080556,-104.227778
mx,santa rita del monte,Santa Rita del Monte,30,,18.066667,-94.9
mx,santa rita del muerto,Santa Rita del Muerto,07,,25.733333,-101.133333
mx,santa rita de los hernandez,Santa Rita de los Hernandez,24,,23.083333,-100.783333
mx,santa rita de los rastrojos,Santa Rita de los Rastrojos,16,,18.5,-101.1
mx,santa rita del pachon,Santa Rita del Pachón,10,,24.806111,-105.354167
mx,santa rita del sotol,Santa Rita del Sotol,24,,24,-100.65
mx,santa rita el invernadero,Santa Rita El Invernadero,05,,16.915278,-91.522222
mx,santa rita la frontera,Santa Rita La Frontera,05,,16.125,-90.728611
mx,santa rita,Santa Rita,03,,23.733333,-110.233333
mx,santa rita,Santa Rita,04,,18.166667,-91.216667
mx,santa rita,Santa Rita,05,,14.716667,-92.3
mx,santa rita,Santa Rita,06,,26.183333,-107.133333
mx,santa rita,Santa Rita,07,,25.25,-100.5
mx,santa rita,Santa Rita,08,,19,-104.083333
mx,santa rita,Santa Rita,10,,24.3,-105.816667
mx,santa rita,Santa Rita,11,,20.566667,-100.766667
mx,santa rita,Santa Rita,12,,17.283333,-99.783333
mx,santa rita,Santa Rita,13,,19.933333,-98.575
mx,santa rita,Santa Rita,14,,20.45,-102.383333
mx,santa rita,Santa Rita,16,,18.5,-101.1
mx,santa rita,Santa Rita,19,,24.2,-100.5
mx,santa rita,Santa Rita,20,,16.218611,-95.476944
mx,santa rita,Santa Rita,21,,19.066667,-97.416667
mx,santa rita,Santa Rita,22,,20.309722,-100.009722
mx,santa rita,Santa Rita,24,,21.866667,-98.866667
mx,santa rita,Santa Rita,25,,23.066667,-105.516667
mx,santa rita,Santa Rita,26,,27,-108.633333
mx,santa rita,Santa Rita,27,,17.533333,-91.633333
mx,santa rita,Santa Rita,28,,22.566667,-99.033333
mx,santa rita,Santa Rita,30,,18.05,-94.883333
mx,santa rita,Santa Rita,31,,20.079167,-89.566667
mx,santa rita,Santa Rita,32,,22.35,-101.7
mx,santa rita tlahuapan,Santa Rita Tlahuapan,21,,19.333333,-98.566667
mx,santa rodriguez,Santa Rodríguez,19,,27.067222,-100.001389
mx,santa rosa abata,Santa Rosa Abata,30,,18.469444,-95.155556
mx,santa rosa concepcion,Santa Rosa Concepción,31,,21.15,-87.666667
mx,santa rosa de alvarado,Santa Rosa de Alvarado,10,,24.2,-105.966667
mx,santa rosa de arichiasi,Santa Rosa de Arichiasi,06,,28.566667,-107.716667
mx,santa rosa de jauregui,Santa Rosa de Jáuregui,22,,20.733333,-100.45
mx,santa rosa de juarez,Santa Rosa de Juárez,20,,17.620833,-98.233889
mx,santa rosa de la cruz,Santa Rosa de la Cruz,11,,20.776111,-101.251944
mx,santa rosa de lima,Santa Rosa de Lima,01,,22.033333,-102.566667
mx,santa rosa de lima,Santa Rosa de Lima,11,,20.396667,-100.727778
mx,santa rosa de lima,Santa Rosa de Lima,12,,18.166667,-100.55
mx,santa rosa de lima,Santa Rosa de Lima,15,,19.783333,-100.108333
mx,santa rosa de lima,Santa Rosa de Lima,20,,16.320278,-95.0975
mx,santa rosa de lima,Santa Rosa de Lima,22,,20.666667,-99.983333
mx,santa rosa de lima,Santa Rosa de Lima,29,,19.391667,-98.359722
mx,santa rosa de ochoa,Santa Rosa de Ochoa,11,,21.441389,-100.581944
mx,santa rosa de ranas,Santa Rosa de Ranas,14,,21.816667,-103.533333
mx,santa rosa de rivas,Santa Rosa de Rivas,11,,20.781111,-101.531111
mx,santa rosa de san pantaleon,Santa Rosa de San Pantaleón,25,,26.516667,-107.883333
mx,santa rosa el copan,Santa Rosa el Copan,05,,16.316667,-91.35
mx,santa rosa el gigante,Santa Rosa El Gigante,15,,19.775,-100.091667
mx,santa rosa jaltenango,Santa Rosa Jaltenango,05,,15.916667,-92.716667
mx,santa rosa jauregui,Santa Rosa Jáuregui,22,,20.733333,-100.45
mx,santa rosa la masita,Santa Rosa La Masita,24,,23.166667,-100.616667
mx,santa rosalia arriba,Santa Rosalia Arriba,06,,26.183333,-107.05
mx,santa rosalia de cuevas,Santa Rosalía de Cuevas,06,,28.033333,-106.466667
mx,santa rosalia de las cuevas,Santa Rosalia de las Cuevas,06,,28.033333,-106.466667
mx,santa rosalia,Santa Rosalía,03,11899,27.316667,-112.283333
mx,santa rosalia,Santa Rosalía,04,,18.991667,-91.183333
mx,santa rosalia,Santa Rosalía,06,,26.233333,-107.033333
mx,santa rosalia,Santa Rosalía,10,,24.783333,-102.9
mx,santa rosalia,Santa Rosalia,12,,18.45,-101.016667
mx,santa rosalia,Santa Rosalía,13,,20.133333,-98.616667
mx,santa rosalia,Santa Rosalía,14,,20.016667,-104.55
mx,santa rosalia,Santa Rosalía,16,,19.6,-101.25
mx,santa rosalia,Santa Rosalía,19,,25.083333,-99.916667
mx,santa rosalia,Santa Rosalia,24,,22.066667,-99.433333
mx,santa rosalia,Santa Rosalía,26,,27.916667,-110.683333
mx,santa rosalia,Santa Rosalía,27,5533,18.066667,-93.383333
mx,santa rosalia,Santa Rosalía,28,,24.266667,-98.216667
mx,santa rosalia,Santa Rosalía,30,,18.466667,-95.583333
mx,santa rosaliita,Santa Rosaliíta,02,,28.666667,-114.25
mx,santa rosalilta,Santa Rosalilta,03,,26.578056,-111.6875
mx,santa rosalina,Santa Rosalina,26,,29.116667,-110.483333
mx,santa rosa maria,Santa Rosa María,06,,27.833333,-106.616667
mx,santa rosa matagallinas,Santa Rosa Matagallinas,20,,16.590278,-97.014167
mx,santa rosa primera seccion,Santa Rosa Primera Sección,27,,17.579167,-92.804167
mx,santa rosa san pantaleon,Santa Rosa San Pantaleon,25,,26.516667,-107.883333
mx,santa rosa,Santa Rosa,01,,21.816667,-102.304167
mx,santa rosa,Santa Rosa,02,,30.583333,-115.983333
mx,santa rosa,Santa Rosa,03,,23.093611,-109.7175
mx,santa rosa,Santa Rosa,04,,17.833333,-90.516667
mx,santa rosa,Santa Rosa,05,,14.816667,-92.433333
mx,santa rosa,Santa Rosa,06,,26.433333,-107.45
mx,santa rosa,Santa Rosa,07,,25.583333,-101.866667
mx,santa rosa,Santa Rosa,08,,18.9,-103.933333
mx,santa rosa,Santa Rosa,09,,19.533333,-99.166667
mx,santa rosa,Santa Rosa,10,,23.883333,-104.5
mx,santa rosa,Santa Rosa,11,,20.41,-101.240556
