gtingchi,Chingtingchi,01,,33.618611,116.431667
cn,erhchili,Erhchili,08,,48.083333,133.283333
cn,erhchingchiao,Erhchingchiao,04,,31.85,119.166667
cn,erhchitsun,Erhchitsun,24,,36.55,110.733333
cn,erhchuangchen,Erhchuangchen,28,,39.391667,117.353889
cn,erhchuang,Erhchuang,04,,34.05,119.866667
cn,erhchuang,Erhchuang,28,,39.391667,117.353889
cn,erhchuangtze,Erhchuangtze,28,,39.391667,117.353889
cn,erhchuangtzu,Erhchuangtzu,28,,39.391667,117.353889
cn,erhchu,Erhchü,20,,41.408611,111.924722
cn,erhchu,Erhchu,24,,35.632222,111.796389
cn,erhecun,Erhecun,26,,33.249542,107.705579
cn,erhedian,Erhedian,05,,43.091951,128.011597
cn,erhe,Erhe,04,,32.661292,120.821308
cn,erhe,Erhe,08,,45.080957,127.310827
cn,erhe,Erhe,15,,35.503584,105.523787
cn,erhe,Erhe,18,,28.001944,106.338611
cn,erhe,Erhe,20,,49.233333,125.083333
cn,erhe,Erhe,30,,22.700295,113.368347
cn,erhe,Erhe,32,,28.28057,102.917939
cn,erheidingzi,Erheidingzi,08,,43.742993,131.21528
cn,erhekou,Erhekou,26,,32.742778,108.121944
cn,erhe xiang,Erhe Xiang,08,,45.080957,127.310827
cn,erheyao,Erheyao,32,,28.347352,102.482412
cn,erheyuan,Erheyuan,15,,36.401186,107.384998
cn,erhfanglanghsiachen,Erhfanglanghsiachen,04,,31.610375,120.51767
cn,erhfengshan,Erhfengshan,24,,35.8225,111.782778
cn,erhfenpanti,Erhfenpanti,20,,42.572778,119.248611
cn,erhfenti,Erhfenti,20,,42.573889,119.277778
cn,erhfentzu,Erhfentzu,20,,41.366667,110.716667
cn,erhhsiaochen,Erhhsiaochen,04,,31.957382,121.61273
cn,erhhsinchuang,Erhhsinchuang,28,,39.391667,117.353889
cn,erhhulai,Erhhulai,19,,41.377222,125.117222
cn,erhkia,Erhkia,04,,32.023452,121.190738
cn,erhkoshan,Erhkoshan,08,,48.030833,126.250556
cn,erhkouchieh,Erhkouchieh,26,,33.516667,106.633333
cn,erhkou,Erhkou,03,,27.957932,117.14581
cn,erhkou,Erhkou,26,,33.516667,106.633333
cn,erhkuangchen,Erhkuangchen,04,,31.941212,121.290521
cn,erhkuanyingtzu,Erhkuanyingtzu,20,,42.116389,119.871111
cn,erhku,Erhku,08,,47.2,128.366667
cn,erhkuliu,Erhkuliu,05,,42.323611,126.165556
cn,erhlangfan,Erhlangfan,12,,31.609648,114.118057
cn,erhlanghochen,Erhlanghochen,01,,30.266667,116.083333
cn,erhlangho,Erhlangho,01,,30.266667,116.083333
cn,erhlangkou,Erhlangkou,01,,31.955282,118.124575
cn,erhlangmiao,Erhlangmiao,09,,33.175586,113.07183
cn,erhlangpa,Erhlangpa,26,,32.919444,107.204167
cn,erhlangping,Erhlangping,09,,33.5175,111.6975
cn,erhlangping,Erhlangping,26,,32.196111,108.707222
cn,erhlangshan,Erhlangshan,26,,37.183333,110.516667
cn,erhlangtien,Erhlangtien,12,,31.609648,114.118057
cn,erhlien,Erhlien,20,,43.6475,111.976667
cn,erhlienhaote,Erhlienhaote,20,,43.6475,111.976667
cn,erhlienhaoteshih,Erhlienhaoteshih,20,,43.6475,111.976667
cn,erhli,Erhli,26,,32.919444,107.204167
cn,erhlingchen,Erhlingchen,04,,31.866667,119.6
cn,erhling,Erhling,04,,31.866667,119.6
cn,erhlintu,Erhlintu,26,,39.066389,109.9425
cn,erhlipa,Erhlipa,26,,32.919444,107.204167
cn,erhliushih,Erhliushih,02,,30.016206,121.374218
cn,erhlungshan,Erhlungshan,05,,42.747778,125.58
cn,erhlungshan,Erhlungshan,08,,47.324722,132.506944
cn,erhlungshantun,Erhlungshantun,08,,48.483333,126.65
cn,erhlungtun,Erhlungtun,08,,47.4325,124.162222
cn,erhmaying,Erhmaying,24,,38.76935,112.106594
cn,erhniusokou,Erhniusokou,19,,42.766183,123.154858
cn,erhongqi,Erhongqi,19,,41.860964,122.531387
cn,erhouzhuang,Erhouzhuang,28,,38.8675,117.245833
cn,erhpa,Erhpa,01,,31.365249,118.308151
cn,erhpa,Erhpa,04,,34.05,119.866667
cn,erhpao,Erhpao,13,,42.916667,93.133333
cn,erhpati,Erhpati,20,,44.183333,119.083333
cn,erhpengtientzu,Erhpengtientzu,19,,41.190556,125.515556
cn,erhpu,Erhpu,01,,33.619722,117.08
cn,erhpu,Erhpu,09,,32.79587,113.380189
cn,erhpu,Erhpu,13,,42.916667,93.133333
cn,erhpu,Erhpu,18,,26.316667,106.066667
cn,erhshengchiao,Erhshengchiao,04,,31.85,119.166667
cn,erhshihchan,Erhshihchan,08,,52.683333,125
cn,erhshihchia,Erhshihchia,20,,42.608333,119.366389
cn,erhshihchiatzu,Erhshihchiatzu,05,,43.395,124.789444
cn,erhshihchiatzu,Erhshihchiatzu,19,,41.272222,120.539722
cn,erhshihchiatzu,Erhshihchiatzu,20,,40.374722,111.833889
cn,erhshihichan,Erhshihichan,08,,52.9,124.933333
cn,erhshihifangti,Erhshihifangti,05,,42.919167,125.324167
cn,erhshihkoyushu,Erhshihkoyushu,08,,47.293889,124.526667
cn,erhshihlichen,Erhshihlichen,10,,38.516667,116.083333
cn,erhshihlipao,Erhshihlipao,10,,38.516667,116.083333
cn,erhshihlipao,Erhshihlipao,19,,39.2,121.766667
cn,erhshihlipao,Erhshihlipao,25,,36.629722,119.126389
cn,erhshihlipu,Erhshihlipu,01,,31.316667,117.2
cn,erhshihlipu,Erhshihlipu,06,,36.663333,101.710278
cn,erhshihlipu,Erhshihlipu,09,,34.765278,113.430833
cn,erhshihlipu,Erhshihlipu,10,,38.031944,114.573333
cn,erhshihlipu,Erhshihlipu,19,,39.2,121.766667
cn,erhshihlipu,Erhshihlipu,24,,38.65,111.2
cn,erhshihlipu,Erhshihlipu,25,,36.629722,119.126389
cn,erhshihlipu,Erhshihlipu,26,,33.383333,106.983333
cn,erhshihlipu,Erhshihlipu,28,,40.1,117.416667
cn,erhshihlitai,Erhshihlitai,19,,39.2,121.766667
cn,erhshihliu,Erhshihliu,24,,40.356944,113.582222
cn,erhshihliutun,Erhshihliutun,24,,40.356944,113.582222
cn,erhshihpachingtsun,Erhshihpachingtsun,20,,41.55,113.866667
cn,erhshihpatu,Erhshihpatu,02,,28.283333,118.483333
cn,erhshihpu,Erhshihpu,01,,31.776111,117.22
cn,erhshihsanlichen,Erhshihsanlichen,02,,29.333162,120.165809
cn,erhshihssutu,Erhshihssutu,03,,28.3,118.2
cn,erhshihwuchan,Erhshihwuchan,08,,53.283333,123.85
cn,erhshihwulipu,Erhshihwulipu,01,,31.766667,116.666667
cn,erhso,Erhso,05,,42.673251,130.349064
cn,erhtai,Erhtai,10,,41.413889,114.935833
cn,erhtai,Erhtai,13,,44.983333,84.5
cn,erhtala,Erhtala,06,,36.1,100.45
cn,erhtalaitien,Erhtalaitien,20,,40.665,108.744722
cn,erhtang,Erhtang,11,,26.870556,112.4775
cn,erhtang,Erhtang,16,,23.6775,109.678056
cn,erhtanghsu,Erhtanghsu,16,,23.6775,109.678056
cn,erhtangtou,Erhtangtou,02,,30.220091,121.183314
cn,erhtaochiang,Erhtaochiang,05,,41.776389,126.031944
cn,erhtaochiangtzu,Erhtaochiangtzu,20,,42.493611,118.959167
cn,erhtaochingtzu,Erhtaochingtzu,20,,42.155556,119.062778
cn,erhtaoho,Erhtaoho,08,,45.322911,127.397576
cn,erhtaoho,Erhtaoho,10,,40.4,118.15
cn,erhtaoho,Erhtaoho,12,,32.1525,113.603333
cn,erhtaoho,Erhtaoho,20,,40.875556,113.883889
cn,erhtaoho,Erhtaoho,26,,32.93845,106.540486
cn,erhtaohotzu,Erhtaohotzu,05,,40.918333,125.763611
cn,erhtaohotzu,Erhtaohotzu,08,,45.116667,129.633333
cn,erhtaohotzu,Erhtaohotzu,19,,42.031944,125.201389
cn,erhtaohu,Erhtaohu,20,,38.066667,104.833333
cn,erhtaokan,Erhtaokan,20,,39.434444,106.82
cn,erhtaokang,Erhtaokang,05,,42.9575,125.767222
cn,erhtaokaomen,Erhtaokaomen,05,,41.748611,126.199167
cn,erhtaokou,Erhtaokou,05,,41.776389,126.031944
cn,erhtaokou,Erhtaokou,06,,34.633333,92.833333
cn,erhtaokou,Erhtaokou,10,,42.383333,117.55
cn,erhtaokou,Erhtaokou,19,,40.043889,124.318889
cn,erhtaokou,Erhtaokou,20,,41.861111,113.846667
cn,erhtaokoutun,Erhtaokoutun,05,,42.446389,125.211111
cn,erhtaokuan,Erhtaokuan,22,,40.433333,116.316667
cn,erhtaopaiho,Erhtaopaiho,05,,42.424558,128.110476
cn,erhtaopu,Erhtaopu,20,,42.370278,119.090278
cn,erhtaotientzu,Erhtaotientzu,05,,43.142324,127.142569
cn,erhtaowa,Erhtaowa,20,,40.595,111.734167
cn,erhtaowan,Erhtaowan,08,,47.945278,124.533889
cn,erhtaoyangcha,Erhtaoyangcha,05,,41.260511,126.228038
cn,erhtaoyangcha,Erhtaoyangcha,19,,40.889722,125.454167
cn,erhtaoying,Erhtaoying,10,,41.4875,117.250833
cn,erhtaoyingtzu,Erhtaoyingtzu,10,,40.879722,117.555556
cn,erhtengchuan,Erhtengchuan,20,,42.015,116.156111
cn,erhtiehkochakufu,Erhtiehkochakufu,13,,40.671111,87.82
cn,erh tieng tien tze,Erh Tieng Tien Tze,08,,45.410007,127.159025
cn,erhtoufang,Erhtoufang,20,,42.723889,119.069167
cn,erhtsaichuangtzu,Erhtsaichuangtzu,28,,40.013889,117.695833
cn,erhtsengtientzu,Erhtsengtientzu,08,,45.410007,127.159025
cn,erhtsengtingtzu,Erhtsengtingtzu,08,,45.410007,127.159025
cn,erhtu,Erhtu,03,,27.45632,116.172061
cn,erhtukou,Erhtukou,20,,42.680556,118.886667
cn,erhucaicun,Erhucaicun,20,,41.639722,113.7725
cn,erhulai,Erhulai,19,,41.377222,125.117222
cn,erhuoluo,Erhuoluo,19,,41.959581,124.354797
cn,erhuoluo liudui,Erhuoluo Liudui,19,,41.963269,124.370173
cn,erhuping,Erhuping,12,,30.992185,111.330713
cn,erhutian,Erhutian,11,,29.381268,109.96442
cn,erhuxi,Erhuxi,11,,29.343297,110.017734
cn,erhuzhai,Erhuzhai,12,,29.574964,109.440217
cn,erhwakou,Erhwakou,19,,42.202778,125.251389
cn,erhwangtzukou,Erhwangtzukou,19,,42.028611,125.271111
cn,erhwei,Erhwei,04,,32.097778,120.548333
cn,erhyen,Erhyen,12,,32.633889,110.714722
cn,erhyuan,Erhyuan,29,,26.10679,99.98292
cn,erjiabi,Erjiabi,30,,24.386019,115.56052
cn,erjiachong,Erjiachong,12,,31.237963,112.152425
cn,erjiadong,Erjiadong,30,,23.392083,112.758468
cn,erjia,Erjia,02,,27.862951,120.786492
cn,erjia,Erjia,04,,32.023452,121.190738
cn,erjia,Erjia,19,,41.291412,121.925281
cn,erjia,Erjia,30,,23.140272,112.884327
cn,erjia,Erjia,31,,19.098563,108.877964
cn,erjia,Erjia,32,,30.762512,106.289705
cn,erjiahe,Erjiahe,11,,29.097536,110.393166
cn,erjiamiao,Erjiamiao,04,,32.041664,121.201114
cn,erjiang,Erjiang,04,,32.453056,119.806667
cn,erjianwei,Erjianwei,07,,24.765556,117.290278
cn,erjiao,Erjiao,04,,32.106863,121.213736
cn,erjiao zhen,Erjiao Zhen,04,,32.106863,121.213736
cn,erjiashan,Erjiashan,05,,43.393029,129.671721
cn,erjiawan,Erjiawan,32,,30.734746,106.763863
cn,erjiawu,Erjiawu,04,,32.044907,121.206094
cn,erjiazhen,Erjiazhen,04,,32.023452,121.190738
cn,erjia zhen,Erjia Zhen,04,,32.023452,121.190738
cn,erjie,Erjie,08,,44.066439,131.12208
cn,erjie,Erjie,29,,24.113667,102.68678
cn,erjiegou,Erjiegou,19,,40.850503,122.079682
cn,erjiegou zhen,Erjiegou Zhen,19,,40.850503,122.079682
cn,erjieling,Erjieling,02,,30.948293,119.613609
cn,erjieling xiang,Erjieling Xiang,02,,30.948293,119.613609
cn,erji,Erji,10,,36.365278,115.146111
cn,erji,Erji,24,,36.55,110.733333
cn,erjilong,Erjilong,32,,31.805133,101.027744
cn,erjingqiao,Erjingqiao,04,,31.85,119.166667
cn,erjiuling nongchang,Erjiuling Nongchang,08,,47.578611,132.101111
cn,erjue,Erjue,32,,28.608865,102.625462
cn,erju,Erju,32,,32.221146,101.928244
cn,erju erzu,Erju Erzu,04,,32.680327,120.755066
cn,erjuexi,Erjuexi,32,,27.77909,103.281577
cn,erjuzhuang,Erjuzhuang,04,,32.155,120.517222
cn,erkai,Erkai,32,,31.483333,101.333333
cn,erkeng,Erkeng,01,,30.4625,118.566667
cn,erkeng,Erkeng,07,,26.949039,120.198374
cn,erkeng,Erkeng,30,,23.127723,111.737019
cn,erkeqian,Erkeqian,08,,48.466667,124.566667
cn,erkou,Erkou,03,,27.957932,117.14581
cn,erkouwan,Erkouwan,26,,32.820637,106.73472
cn,erkou xiang,Erkou Xiang,03,,27.957932,117.14581
cn,erkuang,Erkuang,04,,31.941212,121.290521
cn,erkuangzhen,Erkuangzhen,04,,31.941212,121.290521
cn,erkuang zhen,Erkuang Zhen,04,,31.941212,121.290521
cn,erku,Erku,32,,28.22447,103.007702
cn,erlangao,Erlangao,32,,29.740262,103.873753
cn,erlangba,Erlangba,15,,34.099209,106.481908
cn,erlangba,Erlangba,26,,33.724722,107.415278
cn,erlangbaxiang,Erlangbaxiang,26,,32.814828,106.387566
cn,erlangchuan,Erlangchuan,09,,33.265535,112.289992
cn,erlangdian,Erlangdian,12,,31.609648,114.118057
cn,erlangdong,Erlangdong,19,,41.245947,122.492765
cn,erlang,Erlang,01,,33.416667,115.816667
cn,erlang,Erlang,09,,32.644026,113.293712
cn,erlang,Erlang,15,,33.839459,105.588315
cn,erlang,Erlang,18,,28.173056,106.351667
cn,erlang,Erlang,26,,34.415556,109.013345
cn,erlang,Erlang,32,,28.126016,106.158429
cn,erlanggou,Erlanggou,26,,34.155947,107.789948
cn,erlanghe,Erlanghe,01,,30.266667,116.083333
cn,erlangkou,Erlangkou,01,,31.969692,118.12768
cn,erlangkouzhen,Erlangkouzhen,01,,31.969692,118.12768
cn,erlangmaotai,Erlangmaotai,15,,36.282142,107.383166
cn,erlangmiaocun,Erlangmiaocun,26,,33.395113,107.04249
cn,erlangmiao,Erlangmiao,01,,31.746007,118.368716
cn,erlangmiao,Erlangmiao,09,,33.175586,113.07183
cn,erlangmiao,Erlangmiao,15,,33.839459,105.588315
cn,erlangmiao,Erlangmiao,25,,35.173333,115.293889
cn,erlangmiao,Erlangmiao,26,,32.851891,106.573729
cn,erlang miao,Erlang Miao,26,,33.097691,107.818397
cn,erlangmiao,Erlangmiao,26,,33.1303,106.407851
cn,erlangmiao,Erlangmiao,32,,28.37666,104.321182
cn,erlangping,Erlangping,09,,33.5175,111.6975
cn,erlangping,Erlangping,26,,32.196111,108.707222
cn,erlangshan,Erlangshan,26,,37.183333,110.516667
cn,erlangtan,Erlangtan,26,,32.598056,107.878889
cn,erlangtan,Erlangtan,32,,30.226865,104.719795
cn,erlangxiang,Erlangxiang,09,,33.304932,114.002497
cn,erlaowan,Erlaowan,12,,31.725458,112.454186
cn,erlian,Erlian,15,,33.75353,106.326698
cn,erliangting,Erliangting,11,,26.541667,109.645833
cn,erlianhaote shi,Erlianhaote Shi,20,,43.6475,111.976667
cn,erlian yanchang,Erlian Yanchang,20,,43.730833,112.013056
cn,erliba,Erliba,26,,32.919444,107.204167
cn,erliban,Erliban,01,,32.333333,116.933333
cn,erliban,Erliban,10,,40.671667,114.916667
cn,erlibao,Erlibao,19,,41.234662,122.474113
cn,erlicun,Erlicun,26,,32.979483,107.732025
cn,erlie,Erlie,30,,24.200638,111.919203
cn,erli,Erli,01,,31.232156,118.975148
cn,erli,Erli,08,,45.046389,127.212828
cn,erli,Erli,18,,28.203611,106.460556
cn,erli,Erli,26,,32.919444,107.204167
cn,erli,Erli,30,,23.683611,116.168889
cn,erli,Erli,32,,28.674465,105.692829
cn,erliguan,Erliguan,26,,34.274075,107.016709
cn,erlin,Erlin,20,,43.6475,111.976667
cn,erling,Erling,04,,31.866667,119.6
cn,erling,Erling,24,,39.757178,113.586876
cn,erlingqi,Erlingqi,12,,31.84064,112.482492
cn,erlintu,Erlintu,26,,39.066389,109.9425
cn,erliqiao,Erliqiao,26,,32.883264,106.910636
cn,erli tan,Erli Tan,26,,33.335753,107.827129
cn,erliugong,Erliugong,13,,44.051667,87.165556
cn,erliushi,Erliushi,02,,30.016206,121.374218
cn,erlizhen,Erlizhen,26,,32.928099,107.211301
cn,erlongchang,Erlongchang,32,,31.66537,106.15657
cn,erlongdu,Erlongdu,19,,40.910278,125.226111
cn,erlong,Erlong,05,,45.366667,123.033333
cn,erlong,Erlong,09,,33.21957,112.184697
cn,erlong,Erlong,18,,27.656667,107.595833
cn,erlong,Erlong,32,,31.66537,106.15657
cn,erlonghe,Erlonghe,08,,49.333333,128.7
cn,erlonghu,Erlonghu,05,,43.199444,124.768611
cn,erlongkou,Erlongkou,32,,28.693333,105.1325
cn,erlongmiao,Erlongmiao,32,,30.627442,105.719379
cn,erlongshan,Erlongshan,05,,42.794722,125.597222
cn,erlongshan,Erlongshan,08,,47.324722,132.506944
cn,erlongshan,Erlongshan,20,,42.608889,117.011111
cn,erlongshantun,Erlongshantun,08,,48.483333,126.65
cn,erlongtai,Erlongtai,19,,42.63229,122.069379
cn,erlongxu,Erlongxu,30,,23.391502,113.736183
cn,erlou,Erlou,07,,25.730556,118.964722
cn,erlyan,Erlyan,20,,43.6475,111.976667
cn,ermafang,Ermafang,10,,41.595556,114.586667
cn,ermaying,Ermaying,24,,38.76935,112.106594
cn,ermeitan,Ermeitan,16,,25.865556,110.91
cn,ermen,Ermen,26,,33.022808,106.780138
cn,ermengou,Ermengou,19,,40.145787,122.323518
cn,ermenzha,Ermenzha,11,,29.421944,112.799167
cn,ermi,Ermi,05,,41.788056,125.829722
cn,ermi zhen,Ermi Zhen,05,,41.788056,125.829722
cn,ermu,Ermu,29,,24.827453,102.445575
cn,ernamian,Ernamian,15,,34.090433,104.479321
cn,ernian,Ernian,01,,31.331776,118.631548
cn,erniangzhai,Erniangzhai,11,,28.407778,109.420278
cn,erni,Erni,18,,25.416667,106.133333
cn,erniusuokou,Erniusuokou,19,,42.766183,123.154858
cn,erniusuokou zhen,Erniusuokou Zhen,19,,42.766183,123.154858
cn,erpa,Erpa,26,,33.854635,107.817957
cn,erpagoukou,Erpagoukou,26,,33.779213,106.81369
cn,erpao,Erpao,10,,40.603889,115.699444
cn,erpengdianzi,Erpengdianzi,19,,41.190556,125.515556
cn,erpeng,Erpeng,05,,41.892222,125.513333
cn,erpingdianzi,Erpingdianzi,19,,40.487654,124.575908
cn,erping,Erping,09,,33.692778,112.198889
cn,erping,Erping,12,,29.632797,109.675198
cn,erping,Erping,32,,28.855112,103.4119
cn,erpingzi,Erpingzi,26,,32.765325,106.735295
cn,erpingzi,Erpingzi,32,,26.767797,101.376455
cn,erpiya,Erpiya,09,,33.370304,112.223583
cn,erpo,Erpo,18,,26.591667,106.025
cn,erpucun,Erpucun,09,,33.313295,113.979033
cn,erpudi,Erpudi,32,,28.197807,102.599024
cn,erpu,Erpu,01,,32.825,117.661111
cn,erpu,Erpu,09,,32.79587,113.380189
cn,erpu,Erpu,13,,42.916667,93.133333
cn,erpu,Erpu,18,,26.316667,106.066667
cn,erpu,Erpu,24,,39.596239,112.849479
cn,erpu,Erpu,28,,38.966667,116.8
cn,erpuying,Erpuying,09,,35.033889,113.490278
cn,erqiaocun,Erqiaocun,30,,20.252464,110.120857
cn,erqiao,Erqiao,04,,32.027459,121.234931
cn,erqiao,Erqiao,30,,20.43459,110.165551
cn,erqiao zhen,Erqiao Zhen,01,,31.175929,118.283492
cn,erqielan,Erqielan,24,,39.072224,113.479078
cn,erqi,Erqi,32,,28.157474,103.105045
cn,erqingbei,Erqingbei,05,,43.302246,129.002336
cn,erqingsi,Erqingsi,30,,22.770341,113.466334
cn,erquanjing,Erquanjing,10,,41.3975,114.679722
cn,erqu,Erqu,04,,33.027053,120.774836
cn,erqu,Erqu,24,,35.632222,111.796389
cn,erqu,Erqu,26,,34.152778,108.206389
cn,erqu zhen,Erqu Zhen,26,,34.152778,108.206389
cn,errenban,Errenban,05,,42.512855,127.418209
cn,errenban,Errenban,08,,45.3,131.666667
cn,ersai,Ersai,32,,28.381789,102.688184
cn,erse,Erse,19,,42.141843,121.033609
cn,ersha,Ersha,02,,27.614483,120.646493
cn,ershangtun,Ershangtun,19,,41.109697,120.846396
cn,ershatsun,Ershatsun,02,,27.614483,120.646493
cn,ershe,Ershe,19,,42.583666,123.976064
cn,ersheng,Ersheng,33,,29.465833,106.770833
cn,ershenggong,Ershenggong,32,,31.382413,104.363459
cn,ershibadu,Ershibadu,02,,28.283333,118.483333
cn,ershibaqingcun,Ershibaqingcun,20,,41.55,113.866667
cn,ershibazhan,Ershibazhan,08,,53.35,122.95
cn,ershicun,Ershicun,04,,34.266667,119.958333
cn,ershidaogoucun,Ershidaogoucun,05,,41.500833,128.240278
cn,ershidaogou,Ershidaogou,05,,41.503378,128.239346
cn,ershierzhan,Ershierzhan,08,,52.983333,124.6
cn,ershierzhan linchang,Ershierzhan Linchang,08,,52.998611,124.627778
cn,ershihaodi,Ershihaodi,20,,41.260278,113.41
cn,ershijiazi,Ershijiazi,05,,43.395,124.789444
cn,ershijiazi,Ershijiazi,08,,45.019853,127.208022
cn,ershijiazi,Ershijiazi,19,,41.272222,120.539722
cn,ershikeng,Ershikeng,07,,25.307222,117.058611
cn,ershilian,Ershilian,04,,31.941475,119.929447
cn,ershilidian,Ershilidian,13,,44.171389,86.986667
cn,ershilidun,Ershilidun,01,,31.666667,116.552778
cn,ershi linchang,Ershi Linchang,05,,43.556937,130.260962
cn,ershilipucun,Ershilipucun,09,,33.986391,113.126851
cn,ershilipucun,Ershilipucun,26,,33.374659,106.985618
cn,ershilipu,Ershilipu,01,,31.776111,117.22
cn,ershilipu,Ershilipu,06,,36.663333,101.710278
cn,ershilipu,Ershilipu,09,,34.765278,113.430833
cn,ershilipu,Ershilipu,10,,38.031944,114.573333
cn,ershilipu,Ershilipu,19,,41.536723,121.930859
cn,ershilipu,Ershilipu,24,,38.65,111.2
cn,ershilipu,Ershilipu,25,,36.629722,119.126389
cn,ershilipu,Ershilipu,26,,33.383333,106.983333
cn,ershilipu,Ershilipu,28,,40.1,117.416667
cn,ershilitai,Ershilitai,19,,39.2,121.766667
cn,ershiliuhao,Ershiliuhao,10,,42.069167,117.440833
cn,ershiliuzhan,Ershiliuzhan,08,,53.3,123.8
cn,ershipu,Ershipu,01,,31.85,117.366667
cn,ershiqizhan,Ershiqizhan,08,,53.466667,123.4
cn,ershisandaogou,Ershisandaogou,05,,41.564444,128.292778
cn,ershisanhao,Ershisanhao,10,,41.753611,115.959167
cn,ershisanlian,Ershisanlian,04,,31.820029,120.991765
cn,ershisanzhan,Ershisanzhan,08,,53.133333,124.333333
cn,ershisidu,Ershisidu,03,,28.3,118.2
cn,ershisi kuaishi,Ershisi Kuaishi,08,,43.765038,129.047054
cn,ershisiqingdi xiang,Ershisiqingdi Xiang,20,,40.399444,110.659444
cn,ershisixi,Ershisixi,07,,25.690278,117.350833
cn,ershisizhan,Ershisizhan,08,,53.233333,124.166667
cn,ershiuchzhan,Ershiuchzhan,08,,53.283333,123.85
cn,ershiwu gongli,Ershiwu Gongli,05,,43.205525,129.948293
cn,ershiwulikuang,Ershiwulikuang,25,,36.176111,119.998056
cn,ershiwuzhan,Ershiwuzhan,08,,53.283333,123.85
cn,ershiyidaogoucun,Ershiyidaogoucun,05,,41.533103,128.272988
cn,ershiyidaogou,Ershiyidaogou,05,,41.533103,128.272988
cn,ershiyi,Ershiyi,24,,40.272018,112.403
cn,ershiyi gongli lazifang,Ershiyi Gongli Lazifang,08,,44.22721,130.714023
cn,ershiyihao,Ershiyihao,10,,42.064167,117.140833
cn,ershiying,Ershiying,01,,32.836111,117.488889
cn,ershiyizhan,Ershiyizhan,08,,52.9,124.933333
cn,ershiyizong,Ershiyizong,04,,32.549075,120.923158
cn,ershizhan,Ershizhan,08,,52.683333,125
cn,ershuisi,Ershuisi,26,,34.333644,108.109073
cn,ersuo,Ersuo,05,,42.673251,130.349064
cn,ertai,Ertai,10,,41.413889,114.935833
cn,ertai,Ertai,12,,29.777066,109.895473
cn,ertai,Ertai,13,,46.05,90.083333
cn,ertai,Ertai,19,,40.088594,122.081608
cn,ertaiping,Ertaiping,11,,29.590666,109.628253
cn,ertaipo,Ertaipo,29,,24.703387,102.931836
cn,ertaipo,Ertaipo,32,,27.115155,102.257732
cn,ertaishang,Ertaishang,11,,29.607202,109.93358
cn,ertaishang,Ertaishang,12,,29.785537,110.343074
cn,ertai xiang,Ertai Xiang,19,,40.088594,122.081608
cn,ertaizi,Ertaizi,19,,40.113481,122.051781
cn,ertaizi,Ertaizi,20,,40.823611,113.751111
cn,ertaizi,Ertaizi,26,,33.303764,106.632267
cn,ertaizi,Ertaizi,32,,30.755896,104.152171
cn,ertala,Ertala,06,,36.1,100.45
cn,ertanding,Ertanding,09,,33.288689,112.229009
cn,ertan,Ertan,32,,26.830458,101.778924
cn,ertangcun,Ertangcun,26,,35.141111,107.900278
cn,ertang,Ertang,11,,26.878889,112.506944
cn,ertang,Ertang,16,,25.245,110.204444
cn,ertang,Ertang,18,,26.191667,105.408333
cn,ertang,Ertang,30,,20.520278,110.380833
cn,ertangtou,Ertangtou,02,,30.226667,121.219167
cn,ertangwan,Ertangwan,01,,30.366667,115.983333
cn,ertangxiang,Ertangxiang,03,,28.54745,116.466
cn,ertangxiang,Ertangxiang,16,,25.183333,110.285278
cn,ertaokou,Ertaokou,12,,29.736849,115.919772
cn,ertay,Ertay,13,,46.05,90.083333
cn,erting,Erting,03,,29.302111,117.152632
cn,ertoumen,Ertoumen,02,,29.308333,120.530278
cn,ertsyan,Ertsyan,13,,39.033333,88
cn,ertu,Ertu,04,,33.921497,119.136723
cn,ertun,Ertun,25,,37.533333,116.35
cn,ertuo,Ertuo,32,,28.338664,103.036802
cn,ertuozi,Ertuozi,19,,41.16242,122.667542
cn,ertuqiao,Ertuqiao,32,,30.674571,103.913329
cn,ertuwobao,Ertuwobao,19,,42.2337,122.49521
cn,ertuzi,Ertuzi,01,,31.261119,118.223764
cn,ertuzi,Ertuzi,05,,43.171111,126.927778
cn,eruo,Eruo,14,,31.4,96.8
cn,eruo,Eruo,32,,32.358001,103.948268
cn,eruokou,Eruokou,32,,32.343377,104.024175
cn,erupuli,Erupuli,13,,42.916667,93.133333
cn,erwan,Erwan,11,,29.246595,111.715649
cn,erwan,Erwan,29,,24.450878,102.585144
cn,erwangzhuang,Erwangzhuang,28,,39.391667,117.353889
cn,erwanzi,Erwanzi,19,,42.685161,122.007766
cn,erwa sanzu,Erwa Sanzu,04,,32.137774,121.237576
cn,erwei,Erwei,04,,31.966667,120.383333
cn,erwei,Erwei,30,,22.940321,113.488971
cn,erweizi,Erweizi,05,,44.977246,126.917661
cn,erwu nongchang,Erwu Nongchang,19,,40.926595,122.012647
cn,erxiang,Erxiang,14,,29.701,89.901
cn,erxiang gongshe,Erxiang Gongshe,14,,29.7,89.9
cn,erxianshengyingcun,Erxianshengyingcun,10,,41.265278,114.738889
cn,erxiao,Erxiao,04,,31.957382,121.61273
cn,erxiaotun,Erxiaotun,19,,42.844318,123.741662
cn,erxiaozhen,Erxiaozhen,04,,31.957382,121.61273
cn,erxiao zhen,Erxiao Zhen,04,,31.957382,121.61273
cn,erxi,Erxi,01,,29.429871,118.184282
