say,Segizsay,07,,50.416667,53.166667
la,ban dontoum,Ban Dontoum,10,,16.383333,105.016667
la,ban dontoum,Ban Dontoum,17,,19.486389,101.8775
la,ban donxai,Ban Donxai,02,,14.55,105.85
la,ban donxai,Ban Donxai,07,,19.9225,101.159167
la,ban donxai,Ban Donxai,13,,19.672222,100.525833
la,ban donxai,Ban Donxai,17,,19.878333,101.939167
la,ban donxat,Ban Donxat,02,,15.083333,105.733333
la,ban donxat,Ban Donxat,15,,18.152778,104.906389
la,ban donxe,Ban Donxé,02,,15.333333,105.816667
la,ban donyanong,Ban Donyanông,10,,16.3,105.333333
la,ban douan,Ban Douan,10,,16.266667,106.216667
la,ban douane,Ban Douane,10,,16.766667,105.633333
la,ban douangmala,Ban Douangmala,10,,16.383333,105.45
la,ban douang phou,Ban Douang Phou,04,,17.933333,105.4
la,ban douan-nua,Ban Douan-Nua,17,,20.856667,102.571389
la,ban douan-tai,Ban Douan-Tai,17,,20.871667,102.609722
la,ban dou,Ban Dou,02,,15.133333,105.633333
la,ban dou,Ban Dou,04,,17.533333,105.816667
la,ban dou,Ban Dou,07,,19.982778,101.525278
la,ban dou,Ban Dou,14,,19.641944,103.160833
la,ban douc,Ban Douc,14,,19.4975,102.961389
la,ban douk,Ban Douk,14,,19.4975,102.961389
la,ban doun,Ban Doun,01,,15.183333,107.25
la,ban doung,Ban Doung,11,,17.980556,102.702778
la,ban doung,Ban Doung,14,,19.622778,103.590833
la,ban doun koum,Ban Doun Koum,06,,20.416667,101.783333
la,ban dounkoun,Ban Dounkoun,06,,20.416667,101.783333
la,ban doun-lan,Ban Doun-Lan,21,,18.124444,102.835833
la,ban douthan,Ban Douthan,16,,21.176389,101.251944
la,ban doutholathi,Ban Doutholathi,02,,13.983333,105.866667
la,ban doy,Ban Doy,04,,17.55,104.833333
la,ban do ye,Ban Do Yé,22,,20.383333,100.116667
la,ban doye keng mon,Ban Doye Keng Mon,07,,20.267222,100.879167
la,ban doykao,Ban Doykao,13,,19.379722,101.338333
la,ban doykengmong,Ban Doykengmông,07,,20.267222,100.879167
la,ban dua,Ban Dua,02,,14.066667,105.85
la,ban dua,Ban Dua,07,,20.280278,101.391111
la,ban dua,Ban Dua,22,,20.094444,101.204444
la,ban duang mon,Ban Duang Mon,11,,18.424444,102.050556
la,ban duangphou,Ban Duangphou,04,,17.933333,105.4
la,ban dua nua,Ban Dua Nua,02,,15.25,105.8
la,ban dua tay,Ban Dua Tay,02,,15.233333,105.8
la,ban duatia,Ban Duatia,02,,14.3,105.866667
la,ban dudene,Ban Dudene,10,,16.266667,106.15
la,ban duhang,Ban Duhang,17,,20.725556,102.591667
la,ban dupre,Ban Dupré,04,,17.65,105.75
la,ban e,Ban E,10,,16.833333,105.083333
la,ban ekchoum-phoukaniang,Ban Ékchoum-Phoukaniang,01,,14.45,106.95
la,ban ekpong-lin,Ban Ekpong-Lin,03,,19.933333,104.033333
la,ban ek pong linh,Ban Ek Pong Linh,03,,19.933333,104.033333
la,ban ekxang,Ban Ekxang,11,,18.352778,102.463889
la,ban elandion,Ban Elandion,10,,16.666667,106.283333
la,ban elangdong,Ban Elangdông,10,,16.666667,106.283333
la,ban em,Ban Em,06,,19.833333,102.216667
la,ban en,Ban En,06,,19.833333,102.216667
la,ban eng,Ban Eng,16,,20.722222,101.135833
la,ban enlu,Ban Enlu,18,,21.374722,102.523056
la,ban enn,Ban Enn,06,,19.833333,102.216667
la,ban eno,Ban Eno,06,,19.833333,102.216667
la,bane tieune,Bane Tieune,09,,16.2,106.666667
la,ban euna,Ban Euna,18,,22.4075,101.791111
la,ban eun,Ban Eun,03,,20.429167,104.2575
la,ban eupeuching,Ban Eupeuching,18,,21.404167,102.154444
la,ban eutang,Ban Eutang,18,,22.338056,101.650833
la,ban euyalao-noy,Ban Euyalao-Noy,18,,21.349167,102.183333
la,ban fai,Ban Fai,14,,19.6,103.266667
la,ban fai thuong,Ban Fai Thuong,14,,19.6,102.816667
la,ban fan,Ban Fan,04,,18.283333,104.866667
la,ban fang,Ban Fang,02,,14.183333,105.85
la,ban fangdeng,Ban Fangdèng,01,,14.8,106.933333
la,ban fangdeng,Ban Fangdèng,02,,15.083333,105.666667
la,ban fangdeng,Ban Fangdèng,04,,17.583333,105.216667
la,ban fanghai-nua,Ban Fanghai-Nua,18,,22.106111,101.981111
la,ban fang sekamane,Ban Fang Sèkamane,01,,14.8,106.833333
la,ban fangxekaman,Ban Fangxékaman,01,,14.8,106.833333
la,ban faphilang,Ban Faphilang,10,,17.066667,105.8
la,ban fat,Ban Fat,03,,20.5475,104.166944
la,ban fat,Ban Fat,14,,19.529722,103.2175
la,ban fay,Ban Fay,14,,19.3,103.166667
la,ban fay,Ban Fay,17,,20.241667,102.343611
la,ban fay,Ban Fay,22,,20.221667,100.538333
la,ban faythuang,Ban Faythuang,14,,19.6,102.816667
la,ban fen,Ban Fèn,07,,20.125556,101.432222
la,ban finho,Ban Finho,16,,21.080833,101.407222
la,ban gau phai,Ban Gau Phai,07,,20.315833,100.924722
la,bang,Bang,01,,15.25,107.166667
la,bang bung chang,Bang Bung Chang,04,,18.25,104.05
la,bang chao,Bang Chao,14,,19.166667,104
la,ban ghapa,Ban Ghapa,22,,20.717222,100.8225
la,ban ghapoy,Ban Ghapoy,17,,20.830556,102.512778
la,ban ghidane,Ban Ghidane,10,,16.55,106.283333
la,ban ghidane,Ban Ghidane,20,,16.546944,106.289444
la,ban gion,Ban Gion,14,,19.433333,103.216667
la,ban gira,Ban Gira,20,,16.505556,106.396944
la,ban gnagne,Ban Gnagnè,17,,20.624722,102.329722
la,ban gnagnoung,Ban Gnagnoung,18,,21.238056,102.598611
la,ban gnai,Ban Gnai,13,,18.404444,101.171111
la,ban gnai,Ban Gnai,22,,20.067778,101.121944
la,ban gnakha,Ban Gnakha,18,,21.096944,102.615278
la,ban gnan,Ban Gnan,09,,15.516667,106.05
la,ban gnang,Ban Gnang,02,,15.233333,105.666667
la,ban gnang,Ban Gnang,04,,17.1,105.55
la,ban gnang,Ban Gnang,10,,16.55,105.916667
la,ban gnang,Ban Gnang,20,,16.340833,106.04
la,ban gnang gnai,Ban Gnang Gnai,04,,17.2,104.966667
la,ban gnangkham,Ban Gnangkham,04,,17.466667,105.383333
la,ban gnangkham,Ban Gnangkham,10,,16.966667,104.883333
la,ban gnangkom,Ban Gnangkôm,04,,17.283333,104.866667
la,ban gnang-nua,Ban Gnang-Nua,18,,21.405278,102.391389
la,ban gnangpa,Ban Gnangpa,18,,21.336944,102.153889
la,ban gnangsao,Ban Gnangsao,02,,14.6,105.816667
la,ban gnangsoung,Ban Gnangsoung,10,,16.566667,104.866667
la,ban gnang-tai,Ban Gnang-Taí,18,,21.384444,102.455
la,ban gnang-tai,Ban Gnang-Tai,20,,16.340833,106.04
la,ban gnangteu,Ban Gnangteu,01,,14.616667,107.083333
la,ban gnangxoum,Ban Gnangxoum,21,,18.013333,102.663056
la,ban gnangyoybung,Ban Gnangyôybung,04,,17.3,104.933333
la,ban gnangyoykao,Ban Gnangyôykao,04,,17.3,104.916667
la,ban gnansong,Ban Gnansong,14,,19.693889,104.146389
la,ban gnao,Ban Gnao,22,,20.320556,101.016944
la,ban gnap,Ban Gnap,14,,19.577222,103.196944
la,ban gnaray,Ban Gnaray,04,,17.416667,105.766667
la,ban gnavak,Ban Gnavak,07,,20.704722,101.831667
la,ban gnavay,Ban Gnavay,04,,17.416667,105.766667
la,ban gnavet,Ban Gnavèt,04,,17.35,105.833333
la,ban gnay-tai,Ban Gnay-Tai,18,,21.344167,102.535556
la,ban gnenioutoum,Ban Gnénioutoum,18,,21.992778,101.641944
la,ban gneyhai,Ban Gneyhai,07,,20.065,102.072222
la,ban gnia,Ban Gnia,03,,19.910833,104.263889
la,ban gniakha,Ban Gniakha,06,,21.083333,101.816667
la,ban gnik,Ban Gnik,09,,15.166667,106.066667
la,ban gnim,Ban Gnim,07,,20.078333,101.423889
la,ban gno,Ban Gno,07,,20.345556,101.678056
la,ban gnognan,Ban Gnognan,14,,19.5775,103.379167
la,ban gnoi mat,Ban Gnoi Mat,03,,20.433333,103.533333
la,ban gnokthong,Ban Gnôkthông,09,,15.483333,106.566667
la,ban gnolpiang,Ban Gnolpiang,14,,19.649167,103.284444
la,ban gnom,Ban Gnôm,14,,19.616667,103.116667
la,ban gnommarat keo,Ban Gnômmarat Kèo,04,,17.6,105.166667
la,ban gnon,Ban Gnon,14,,19.433333,103.216667
la,ban gnot-ang,Ban Gnot-Ang,03,,20.280833,104.287222
la,ban gnotbot,Ban Gnotbôt,03,,19.929167,104.493056
la,ban gnotchang,Ban Gnotchang,14,,19.5,104.05
la,ban gnotchen,Ban Gnotchèn,17,,20.732222,102.973056
la,ban gnotgnut,Ban Gnotgnut,03,,20.333333,103.733333
la,ban gnot houay,Ban Gnot Houay,14,,19.533333,103.808889
la,ban gnot houaypa,Ban Gnot Houaypa,14,,19.400278,103.92
la,ban gnot-houayyeuy,Ban Gnot-Houayyeuy,18,,21.203056,102.875833
la,ban gnot-in,Ban Gnot-In,03,,19.920278,104.535556
la,ban gnotkep,Ban Gnotkèp,04,,18.616667,104.683333
la,ban gnotkha gnai,Ban Gnotkha Gnai,14,,19.5325,103.815833
la,ban gnotkha-kao,Ban Gnotkha-Kao,14,,19.524722,103.809444
la,ban gnotkhang,Ban Gnotkhang,14,,19.483333,103.766667
la,ban gnotkha noy,Ban Gnotkha Noy,14,,19.516667,103.816667
la,ban gnotkhay,Ban Gnotkhay,14,,19.533333,103.808889
la,ban gnotkhay-mai,Ban Gnotkhay-Mai,14,,19.5325,103.815833
la,ban gnotkho,Ban Gnotkho,14,,19.604722,103.841944
la,ban gnotkoum,Ban Gnotkoum,03,,19.935833,104.39
la,ban gnotlem,Ban Gnotlèm,03,,20.078056,104.060556
la,ban gnotlian-kao,Ban Gnotlian-Kao,14,,19.565556,103.819167
la,ban gnotlian-mai,Ban Gnotlian-Mai,14,,19.576944,103.818333
la,ban gnotlong,Ban Gnotlong,03,,20.489444,104.103889
la,ban gnotmat,Ban Gnotmat,03,,20.433333,103.533333
la,ban gnotnamkoang,Ban Gnotnamkoang,11,,19.016667,102.316667
la,ban gnot nam kouang,Ban Gnot Nam Kouang,11,,19.016667,102.316667
la,ban gnotnamlao,Ban Gnotnamlao,11,,18.971389,102.518611
la,ban gnotnampo,Ban Gnotnampo,11,,19.016667,102.483333
la,ban gnot nam pong,Ban Gnot Nam Pong,03,,20.266667,103.833333
la,ban gnotno,Ban Gnotno,03,,19.8975,104.533889
la,ban gnotpao,Ban Gnotpao,03,,19.8775,104.313333
la,ban gnotpeng,Ban Gnotpèng,14,,19.568611,103.748333
la,ban gnotpiak,Ban Gnotpiak,03,,19.906667,103.987222
la,ban gnottao,Ban Gnottao,03,,20.064444,104.059444
la,ban gnottoung,Ban Gnottoung,03,,19.863889,104.464722
la,ban gnotxao,Ban Gnotxao,14,,19.631111,103.873611
la,ban gnotxeuk,Ban Gnotxeuk,17,,20.431389,103.015833
la,ban gnotxi,Ban Gnotxi,17,,20.930556,102.802222
la,ban gnotxong,Ban Gnotxong,11,,19.1,102.583333
la,ban gnouana,Ban Gnouana,07,,20.197222,101.801111
la,ban gnouan,Ban Gnouan,14,,19.500556,103.186389
la,ban gnoum,Ban Gnoum,14,,19.583333,103.65
la,ban gnoumchong,Ban Gnoumchong,14,,19.584444,103.629722
la,ban gnoun,Ban Gnoun,14,,19.369722,103.27
la,ban gnoyhai,Ban Gnoyhai,07,,20.065,102.072222
la,ban gnoyhai,Ban Gnoyhai,25,,18.45,103.35
la,ban gnup,Ban Gnup,09,,15.8,107.033333
la,ban gwavay,Ban Gwavay,04,,17.416667,105.766667
la,ban ha,Ban Ha,14,,19.383333,103.133333
la,ban had tcha,Ban Had Tcha,06,,20.166667,100.733333
la,ban hadum,Ban Hadum,18,,21.156667,102.479167
la,ban hahen,Ban Hahen,22,,20.566111,100.160556
la,ban ha hene,Ban Ha Hene,22,,20.566111,100.160556
la,ban hahong,Ban Hahông,01,,14.666667,106.583333
la,ban hahong,Ban Hahong,09,,16.016667,106.15
la,ban hai,Ban Hai,02,,14.883333,105.866667
la,ban hai,Ban Hai,04,,17.116667,105.4
la,ban hai,Ban Hai,07,,19.982778,101.345833
la,ban hai,Ban Hai,09,,15.183333,106.066667
la,ban hai,Ban Hai,10,,16.633333,105.966667
la,ban hai,Ban Hai,11,,17.866667,102.666667
la,ban hai,Ban Hai,13,,17.883333,101.05
la,ban hai,Ban Hai,14,,19.615556,103.6525
la,ban hai,Ban Hai,17,,20.837778,102.475278
la,ban hai,Ban Hai,21,,18.139167,102.618611
la,ban haidong,Ban Haidông,10,,16.666667,106.4
la,ban haignon-kao,Ban Haignon-Kao,21,,18.283056,102.673889
la,ban haignon-mai,Ban Haignon-Mai,21,,18.290278,102.675278
la,ban haihin,Ban Haihin,14,,19.522222,103.447222
la,ban hailouang,Ban Hailouang,17,,19.980278,102.402222
la,ban hai louong,Ban Hai Louong,17,,19.980278,102.402222
la,ban hainam,Ban Hainam,14,,19.483333,104.05
la,ban hai ngan,Ban Hai Ngan,13,,18.266667,101.35
la,ban hai-nua,Ban Hai-Nua,07,,19.964444,101.268056
la,ban hai-tai,Ban Hai-Tai,07,,19.931111,101.276667
la,ban haiteu,Ban Haiteu,07,,19.929167,101.7025
la,ban haithongxom,Ban Haithôngxôm,04,,17.35,105.6
la,ban hai yon,Ban Hai Yon,21,,18.283056,102.673889
la,ban hai yong,Ban Hai Yong,06,,19.216667,102.25
la,ban ha khan nhang,Ban Ha Khan Nhang,02,,15.316667,105.616667
la,ban ha khom thong,Ban Ha Khom Thong,04,,17.216667,104.966667
la,ban ha li tai,Ban Ha Li Tai,22,,20.65,100.55
la,ban hali tia,Ban Hali Tia,22,,20.65,100.55
la,ban ha li tiai,Ban Ha Li Tiai,22,,20.65,100.55
la,ban halong,Ban Halong,09,,15.466667,106.866667
la,ban ha luong,Ban Ha Luong,03,,20.7,104.233333
la,ban ham,Ban Ham,03,,20.184167,104.256944
la,ban ham,Ban Ham,06,,19.816667,102.4
la,ban ham len,Ban Ham Len,06,,20.183333,100.733333
la,ban han,Ban Han,03,,20.083333,104.883333
la,ban han,Ban Han,13,,19.679722,101.290556
la,ban han,Ban Han,14,,19.133333,103.883333
la,ban hang,Ban Hang,03,,20.083333,104.883333
la,ban hang,Ban Hang,10,,16.65,106.383333
la,ban hang,Ban Hang,14,,19.116667,103.933333
la,ban hangdon,Ban Hangdon,02,,14.233333,105.833333
la,ban hang done,Ban Hang Done,02,,14.233333,105.833333
la,ban hang done het,Ban Hang Done Het,02,,14.183333,105.75
la,ban hang done koi,Ban Hang Done Koi,02,,14.166667,105.766667
la,ban hang done leuchfay,Ban Hang Done Leuchfay,02,,14.116667,105.783333
la,ban hangdonhet,Ban Hangdonhèt,02,,14.183333,105.75
la,ban hangdonkoy,Ban Hangdonkoy,02,,14.166667,105.766667
la,ban hangdonlekfai,Ban Hangdonlékfai,02,,14.116667,105.783333
la,ban hang kamaou,Ban Hang Kamaou,02,,14.1,105.766667
la,ban hangkan,Ban Hangkan,04,,17.583333,105.483333
la,ban hang kane,Ban Hang Kane,04,,17.583333,105.483333
la,ban hangkhamao,Ban Hangkhamao,02,,14.1,105.766667
la,ban hangkhang,Ban Hangkhang,14,,19.216667,102.95
la,ban hangkhong,Ban Hangkhông,02,,14.066667,105.85
la,ban hang kola,Ban Hang Kola,10,,16.833333,105.333333
la,ban hanglong,Ban Hanglong,02,,14.016667,105.8
la,ban hanglong,Ban Hanglong,03,,20.465833,104.163611
la,ban hang lopaddy,Ban Hang Lopaddy,02,,14,105.85
la,ban hang-loppadi,Ban Hang-Lôppadi,02,,14,105.85
la,ban hang-na,Ban Hang-Na,13,,17.53,101.085278
la,ban hang noi,Ban Hang Noi,10,,16.866667,105.366667
la,ban hang-nua,Ban Hang-Nua,17,,20.132222,102.953333
la,ban hangphou,Ban Hangphou,09,,15.533333,106.45
la,ban hang seung,Ban Hang Seung,20,,16.631389,106.380278
la,ban hang sing,Ban Hang Sing,23,,18.433333,103.533333
la,ban hang-tai,Ban Hang-Tai,17,,20.133056,102.904167
la,ban hangxeung,Ban Hangxeung,20,,16.631389,106.380278
la,ban hangxing,Ban Hangxing,23,,18.433333,103.533333
la,ban han konong,Ban Han Konong,04,,18.516667,104.15
la,ban han nghet,Ban Han Nghet,13,,19.55,101.283333
la,ban hanong,Ban Hanong,09,,15.65,106.85
la,ban han pak mount,Ban Han Pak Mount,04,,18.483333,104.183333
la,ban han pak mout,Ban Han Pak Mout,04,,18.483333,104.183333
la,ban hao,Ban Hao,01,,15.383333,107.5
la,ban hao,Ban Hao,03,,20.246667,104.2625
la,ban hao,Ban Hao,17,,19.851944,102.173611
la,ban hao konong,Ban Hao Konong,04,,18.516667,104.15
la,ban hao neua,Ban Hao Neua,03,,20.241944,104.273333
la,ban hao-nua,Ban Hao-Nua,03,,20.241944,104.273333
la,ban haosen,Ban Haosèn,03,,20.594722,104.426389
la,ban hao-tai,Ban Hao-Tai,03,,20.246667,104.2625
la,ban hao teu,Ban Hao Teu,03,,20.246667,104.2625
la,ban ha pa kum,Ban Ha Pa Kum,04,,17.966667,104.4
la,ban hap,Ban Hap,03,,20.840278,104.128889
la,ban hap khouang,Ban Hap Khouang,17,,20.135833,103.061944
la,ban harong,Ban Harong,01,,14.666667,106.583333
la,ban hassing thoi,Ban Hassing Thoi,10,,16.566667,106.5
la,ban hat,Ban Hat,02,,14.216667,105.833333
la,ban hat,Ban Hat,03,,20.728056,104.235
la,ban hat,Ban Hat,04,,17.666667,104.466667
la,ban hat,Ban Hat,10,,14.083333,105.85
la,ban hatbay,Ban Hatbay,14,,18.716667,103.816667
la,ban hatbay,Ban Hatbay,23,,18.666667,103.783333
la,ban hat bo,Ban Hat Bo,14,,18.8,103.816667
la,ban hatcha,Ban Hatcha,18,,21.038333,102.744444
la,ban hatcha,Ban Hatcha,22,,20.729167,100.271944
la,ban hatchala,Ban Hatchala,07,,20.655278,101.466389
la,ban hatcham,Ban Hatcham,17,,20.695278,102.667222
la,ban hatchang,Ban Hatchang,17,,20.109722,102.939167
la,ban hatchan-nua,Ban Hatchan-Nua,18,,21.156944,102.7525
la,ban hatchan-tai,Ban Hatchan-Tai,18,,21.117222,102.733333
la,ban hat cu,Ban Hat Cu,03,,20.8925,103.976944
la,ban hatden,Ban Hatdén,18,,21.065,102.608889
la,ban hat deng,Ban Hat Deng,13,,17.737222,101.414444
la,ban hatdi,Ban Hatdi,18,,21.051111,102.7
la,ban hat do kiou,Ban Hat Do Kiou,11,,17.85,102.6
la,ban hatdokkeo,Ban Hatdokkèo,11,,17.85,102.6
la,ban hat done nhang,Ban Hat Done Nhang,02,,14,105.9
la,ban hatdong,Ban Hatdông,13,,17.737222,101.414444
la,ban hat douei,Ban Hat Douei,11,,18.896389,102.458056
la,ban hatdua,Ban Hatdua,04,,18.65,104.183333
la,ban hat dua,Ban Hat Dua,11,,18.587778,102.498056
la,ban hate,Ban Hate,02,,14.216667,105.833333
la,ban hat-en,Ban Hat-En,07,,20.885278,102.163611
la,ban hatep,Ban Hatep,03,,20.033333,103.7
la,ban hatfak,Ban Hatfak,06,,20.18,100.724722
la,ban hatgna,Ban Hatgna,17,,20.086389,102.258056
la,ban hatgnang,Ban Hatgnang,04,,17.45,105.683333
la,ban hatgnao,Ban Hatgnao,01,,14.666667,106.583333
la,ban hatgnao,Ban Hatgnao,16,,21.022222,101.410833
la,ban hatgnao,Ban Hatgnao,17,,20.474167,102.878611
la,ban hatgnao-tai,Ban Hatgnao-Tai,16,,21.036944,101.420278
la,ban hat-hai,Ban Hat-Hai,17,,20.330278,102.283889
la,ban hat-he,Ban Hat-Hè,04,,17.566667,104.633333
la,ban hat heng,Ban Hat Hêng,03,,20.2,103.9
la,ban hathian,Ban Hathian,17,,19.896389,102.168889
la,ban hat hien,Ban Hat Hien,17,,19.896389,102.168889
la,ban hat hiet,Ban Hat Hiet,23,,18.516667,103.7
la,ban hat-hit,Ban Hat-Hit,17,,20.121944,102.489444
la,ban hat-hok,Ban Hat-Hok,06,,20.216667,102.083333
la,ban hat-hom,Ban Hat-Hom,07,,20.272222,100.840278
la,ban hat-hong,Ban Hat-Hông,14,,19.703611,104.037222
la,ban hat houai,Ban Hat Houai,17,,20.095278,102.416389
la,ban hathouan,Ban Hathouan,17,,20.549444,102.573889
la,ban hat-houay,Ban Hat-Houay,17,,20.095278,102.416389
la,ban hat-houng,Ban Hat-Houng,17,,20.498056,102.916944
la,ban hat-ikem,Ban Hat-Ikem,04,,17.6,104.583333
la,ban hat-ikom,Ban Hat-Ikom,04,,17.6,104.583333
la,ban hat-it-et,Ban Hat-It-Èt,23,,18.516667,103.7
la,ban hatkai,Ban Hatkai,03,,20.035833,103.7825
la,ban hatkai,Ban Hatkai,06,,20.233333,101.566667
la,ban hatkanxa,Ban Hatkanxa,11,,17.833333,102.6
la,ban hat kassa,Ban Hat Kassa,11,,17.833333,102.6
la,ban hat kat ke,Ban Hat Kat Ké,13,,18.383333,101.533333
la,ban hatkeo,Ban Hatkèo,13,,19.630556,101.801111
la,ban hat keo,Ban Hat Keo,14,,19.758333,102.784722
la,ban hatkeo,Ban Hatkèo,17,,20.319167,102.758056
la,ban hatkep,Ban Hatkèp,14,,19.758333,102.784722
la,ban hat kha,Ban Hat Kha,18,,21.281667,102.374444
la,ban hatkhai,Ban Hatkhai,11,,18.4,103.183333
la,ban hatkham,Ban Hatkham,06,,20.154722,100.71
la,ban hatkham,Ban Hatkham,07,,19.971667,101.882778
la,ban hatkham,Ban Hatkham,17,,20.085278,102.243333
la,ban hatkham,Ban Hatkham,23,,18.65,103.6
la,ban hatkhang,Ban Hatkhang,17,,20.046111,102.302778
la,ban hat khay,Ban Hat Khay,11,,18.4,103.183333
la,ban hat khe,Ban Hat Khê,03,,20.766667,104.283333
la,ban hatkhe,Ban Hatkhè,17,,20.295278,102.428889
la,ban hatkhen,Ban Hatkhèn,17,,20.272778,102.736944
la,ban hatkhikhoay,Ban Hatkhikhoay,02,,14,105.916667
la,ban hat khi khoay,Ban Hat Khi Khoay,02,,14,105.916667
la,ban hatkhip,Ban Hatkhip,17,,20.382222,102.444722
la,ban hatkhipheung,Ban Hatkhipheung,23,,18.633333,103.816667
la,ban hat kho,Ban Hat Kho,06,,20.25,102.366667
la,ban hat kho,Ban Hat Kho,13,,17.7,101.3
la,ban hatkho,Ban Hatkho,17,,20.103889,102.2775
la,ban hatkhoum,Ban Hatkhoum,03,,19.935833,104.39
la,ban hatkhoun,Ban Hatkhoun,17,,20.135833,103.061944
la,ban hatkiang,Ban Hatkiang,21,,18.177778,102.658333
la,ban hat kieng,Ban Hat Kieng,21,,18.177778,102.658333
la,ban hatkika,Ban Hatkika,02,,15.15,105.716667
la,ban hat kip,Ban Hat Kip,17,,20.382222,102.444722
la,ban hat kne,Ban Hat Kne,03,,20.766667,104.283333
la,ban hatko,Ban Hatko,18,,21.668333,102.259167
la,ban hatkok,Ban Hatkok,03,,20.363889,104.075556
la,ban hatkonong,Ban Hatkonong,04,,18.516667,104.15
la,ban hat lack,Ban Hat Lack,11,,18.566667,102.683333
la,ban hatlan,Ban Hatlan,18,,21.3225,102.355833
la,ban hat lao,Ban Hat Lao,06,,20.333333,101.266667
la,ban hatlao,Ban Hatlao,17,,20.519444,102.954444
la,ban hatli,Ban Hatli,03,,20.003056,103.834444
la,ban hatli,Ban Hatli,06,,20.184444,100.723611
la,ban hatliliap,Ban Hatliliap,06,,20.13,100.650556
la,ban hatlok,Ban Hatlôk,03,,20.830278,104.016389
la,ban hat-lok,Ban Hat-Lok,06,,19.883333,102.233333
la,ban hat-lom,Ban Hat-Lôm,07,,20.594444,101.458333
la,ban hat-louany,Ban Hat-Louany,09,,15.666667,106.616667
la,ban hat mac phang,Ban Hat Mac Phang,23,,18.566667,103.633333
la,ban hatmady,Ban Hatmady,10,,16.566667,104.916667
la,ban hatmakphang,Ban Hatmakphang,23,,18.566667,103.633333
la,ban hatmala,Ban Hatmala,11,,18.318333,102.572778
la,ban hatmat,Ban Hatmat,17,,20.055,102.236944
la,ban hat meng taeu,Ban Hat Meng Taeu,06,,20.1,102.916667
la,ban hat moune,Ban Hat Moune,14,,19.816667,103.916667
la,ban hatmun,Ban Hatmun,14,,19.816667,103.916667
la,ban hatna,Ban Hatna,17,,19.65,102.59
la,ban hatnadi,Ban Hatnadi,10,,16.566667,104.916667
la,ban hatnady,Ban Hatnady,10,,16.566667,104.916667
la,ban hatnaleng,Ban Hatnalèng,07,,20.73,101.419722
la,ban hat nam,Ban Hat Nam,08,,20.266667,100.8
la,ban hatnam,Ban Hatnam,22,,20.206667,101.021944
la,ban hatnang,Ban Hatnang,18,,21.065278,102.241667
la,ban hat nga,Ban Hat Nga,18,,21.269444,102.425278
la,ban hatngam,Ban Hatngam,17,,20.158889,102.688889
la,ban hatnga-nua,Ban Hatnga-Nua,18,,21.281667,102.374444
la,ban hatnga-tai,Ban Hatnga-Tai,18,,21.269444,102.425278
la,ban hatngo,Ban Hatngo,17,,20.616944,103.025556
la,ban hat nhang,Ban Hat Nhang,04,,17.45,105.683333
la,ban hat nhao,Ban Hat Nhao,01,,14.666667,106.583333
la,ban hat nhao,Ban Hat Nhao,03,,20.366667,104.083333
la,ban hat nhiao,Ban Hat Nhiao,11,,18.925278,102.015
la,ban hatniao,Ban Hatniao,04,,18.483333,104.35
la,ban hat noy,Ban Hàt Noy,11,,18.377778,102.554722
la,ban hat-ong,Ban Hat-Ong,17,,20.657222,103.030278
la,ban hat pa,Ban Hat Pa,06,,20.2,101.533333
la,ban hat pafone,Ban Hat Pafone,04,,17.483333,105.5
la,ban hat pag noung,Ban Hat Pag Noung,06,,20.166667,102.666667
la,ban hatpakmut,Ban Hatpakmut,04,,18.483333,104.183333
la,ban hatpan,Ban Hatpan,14,,18.683333,104.1
la,ban hatpang,Ban Hatpang,17,,20.273056,102.393611
la,ban hatpaphon,Ban Hatpaphon,04,,17.483333,105.5
la,ban hatpe,Ban Hatpé,09,,15.716667,106.816667
la,ban hat pei,Ban Hat Pei,14,,18.683333,104.1
la,ban hatphang,Ban Hatphang,17,,20.3975,102.462222
la,ban hat phek,Ban Hat Phek,04,,17.1,105.05
la,ban hatphouan,Ban Hatphouan,17,,20.091111,102.407778
la,ban hatphuak,Ban Hatphuak,18,,21.056389,102.668333
la,ban hatpon,Ban Hatpon,18,,21.052222,102.695833
